exercise_slug,language_code,name,description
Weighted_Jump_Squat,vi,,
Weighted_Pull_Ups,en,Weighted Pull Ups,
Weighted_Pull_Ups,vi,,
Weighted_Sissy_Squat,en,Weighted Sissy Squat,
Weighted_Sissy_Squat,vi,,
Weighted_Sit-Ups_-_With_Bands,en,Weighted Sit-Ups - With Bands,
Weighted_Sit-Ups_-_With_Bands,vi,,
Weighted_Squat,en,Weighted Squat,
Weighted_Squat,vi,,
Wide-Grip_Barbell_Bench_Press,en,Wide-Grip Barbell Bench Press,
Wide-Grip_Barbell_Bench_Press,vi,,
Wide-Grip_Decline_Barbell_Bench_Press,en,Wide-Grip Decline Barbell Bench Press,
Wide-Grip_Decline_Barbell_Bench_Press,vi,,
Wide-Grip_Decline_Barbell_Pullover,en,Wide-Grip Decline Barbell Pullover,
Wide-Grip_Decline_Barbell_Pullover,vi,,
Wide-Grip_Lat_Pulldown,en,Wide-Grip Lat Pulldown,
Wide-Grip_Lat_Pulldown,vi,,
Wide-Grip_Pulldown_Behind_The_Neck,en,Wide-Grip Pulldown Behind The Neck,
Wide-Grip_Pulldown_Behind_The_Neck,vi,,
Wide-Grip_Rear_Pull-Up,en,Wide-Grip Rear Pull-Up,
Wide-Grip_Rear_Pull-Up,vi,,
Wide-Grip_Standing_Barbell_Curl,en,Wide-Grip Standing Barbell Curl,
Wide-Grip_Standing_Barbell_Curl,vi,,
Wide_Stance_Barbell_Squat,en,Wide Stance Barbell Squat,
Wide_Stance_Barbell_Squat,vi,,
Wide_Stance_Stiff_Legs,en,Wide Stance Stiff Legs,
Wide_Stance_Stiff_Legs,vi,,
Wind_Sprints,en,Wind Sprints,
Wind_Sprints,vi,,
Windmills,en,Windmills,
Windmills,vi,,
Worlds_Greatest_Stretch,en,World's Greatest Stretch,
Worlds_Greatest_Stretch,vi,,
Wrist_Circles,en,Wrist Circles,
Wrist_Circles,vi,,
Wrist_Roller,en,Wrist Roller,
Wrist_Roller,vi,,
Wrist_Rotations_with_Straight_Bar,en,Wrist Rotations with Straight Bar,
Wrist_Rotations_with_Straight_Bar,vi,,
Yoke_Walk,en,Yoke Walk,
Yoke_Walk,vi,,
Zercher_Squats,en,Zercher Squats,
Zercher_Squats,vi,,
Zottman_Curl,en,Zottman Curl,
Zottman_Curl,vi,,
Zottman_Preacher_Curl,en,Zottman Preacher Curl,
Zottman_Preacher_Curl,vi,,
